0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.006633	0.006633	0.006633	0.006633	0.006633	0.006633	0.006633	0.006633	0.006633	0.006633	0.006633
0.004989	0.004989	0.004989	0.004989	0.004989	0.004989	0.004989	0.004989	0.004989	0.004989	0.004989
0.117684	0.117684	0.117684	0.117684	0.117684	0.117684	0.117684	0.117684	0.117684	0.117684	0.117684
0.025894	0.025894	0.025894	0.025894	0.025894	0.025894	0.025894	0.025894	0.025894	0.025894	0.025894
0.010550	0.010550	0.010550	0.010550	0.010550	0.010550	0.010550	0.010550	0.010550	0.010550	0.010550
0.119433	0.119433	0.119433	0.119433	0.119433	0.119433	0.119433	0.119433	0.119433	0.119433	0.119433
0.078260	0.078260	0.078260	0.078260	0.078260	0.078260	0.078260	0.078260	0.078260	0.078260	0.078260
0.056587	0.056587	0.056587	0.056587	0.056587	0.056587	0.056587	0.056587	0.056587	0.056587	0.056587
0.088613	0.088613	0.088613	0.088613	0.088613	0.088613	0.088613	0.088613	0.088613	0.088613	0.088613
